"product_id","product_name","price","category_name","main_image_url","product_url","status","updated_at","is_deleted","display_yn","mall_id","description","keywords","image_tags"
"P013","마우스패드","2100","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P013","","active","2026-05-19T09:00:00Z","false","Y","","인쇄 가능한 마우스패드","마우스패드;사무용","mousepad"
"P014","클리어화일","900","클리어화일","https://placehold.co/640x640/38bdf8/111827?text=P014","","active","2026-05-19T09:00:00Z","false","Y","","투명 클리어 파일","클리어화일;파일;문구","file;stationery"
"P015","비노출 우산 샘플","1000","우산","https://placehold.co/640x640/ef4444/ffffff?text=P015","","inactive","2026-05-19T09:00:00Z","false","N","","검색 제외 검증용 상품","우산;비노출","umbrella"
"P016","판촉용 컬러 우산","7300","우산","https://placehold.co/640x640/2563eb/ffffff?text=P016","","active","2026-05-19T09:00:00Z","false","Y","","가맹점 공통 판매용 컬러 우산","컬러;판촉;우산","umbrella;color"
"P017","접이식 미니 우산","6900","우산","https://placehold.co/640x640/f59e0b/111827?text=P017","","active","2026-05-19T09:00:00Z","false","Y","","휴대용 접이식 미니 우산","접이식;미니;우산","umbrella;folding"
"P018","판촉 자동 우산 1","7300","우산","https://placehold.co/640x640/2563eb/ffffff?text=P018","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 1","우산;판촉;자동;접이식","umbrella;folding;color"
"P019","스텐 보온 텀블러 1","11900","텀블러","https://placehold.co/640x640/111827/ffffff?text=P019","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 1","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P020","고급 볼펜 세트 1","1900","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P020","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 1","볼펜;펜;판촉;기념품","pen;stationery"
"P021","호텔 수건 세트 1","4000","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P021","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 1","수건;타월;답례품;생활용품","towel;gift"
"P022","점착 메모지 세트 1","2300","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P022","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 1","점착;메모지;사무용;판촉","sticky;memo;paper"
"P023","크리스탈 감사패 1","36100","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P023","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 1","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P024","탁상 달력 1","2700","달력","https://placehold.co/640x640/f97316/ffffff?text=P024","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 1","달력;캘린더;탁상;홍보","calendar;desk"
"P025","친환경 에코백 1","4900","가방","https://placehold.co/640x640/84cc16/ffffff?text=P025","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 1","가방;에코백;파우치;친환경","bag;eco;pouch"
"P026","사무용 마우스패드 1","2000","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P026","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 1","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P027","휴대용 손소독제 1","3200","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P027","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 1","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P028","UV 차단 장우산 2","7400","우산","https://placehold.co/640x640/2563eb/ffffff?text=P028","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 2","우산;판촉;자동;접이식","umbrella;folding;color"
"P029","블랙 진공 텀블러 2","12000","텀블러","https://placehold.co/640x640/111827/ffffff?text=P029","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 2","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P030","금속 볼펜 2","2000","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P030","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 2","볼펜;펜;판촉;기념품","pen;stationery"
"P031","코마사 타월 2","4100","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P031","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 2","수건;타월;답례품;생활용품","towel;gift"
"P032","큐브 메모지 2","2400","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P032","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 2","점착;메모지;사무용;판촉","sticky;memo;paper"
"P033","유리 트로피 2","36200","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P033","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 2","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P034","벽걸이 캘린더 2","2800","달력","https://placehold.co/640x640/f97316/ffffff?text=P034","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 2","달력;캘린더;탁상;홍보","calendar;desk"
"P035","부직포 쇼핑백 2","5000","가방","https://placehold.co/640x640/84cc16/ffffff?text=P035","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 2","가방;에코백;파우치;친환경","bag;eco;pouch"
"P036","장패드 2","2100","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P036","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 2","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P037","칫솔 여행 세트 2","3300","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P037","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 2","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P038","미니 접이식 우산 3","7500","우산","https://placehold.co/640x640/2563eb/ffffff?text=P038","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 3","우산;판촉;자동;접이식","umbrella;folding;color"
"P039","화이트 보틀 3","12100","텀블러","https://placehold.co/640x640/111827/ffffff?text=P039","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 3","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P040","터치펜 겸용 볼펜 3","2100","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P040","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 3","볼펜;펜;판촉;기념품","pen;stationery"
"P041","답례품 타올 3","4200","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P041","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 3","수건;타월;답례품;생활용품","towel;gift"
"P042","인덱스 점착메모 3","2500","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P042","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 3","점착;메모지;사무용;판촉","sticky;memo;paper"
"P043","메탈 상패 3","36300","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P043","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 3","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P044","미니 캘린더 3","2900","달력","https://placehold.co/640x640/f97316/ffffff?text=P044","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 3","달력;캘린더;탁상;홍보","calendar;desk"
"P045","캔버스 파우치 3","5100","가방","https://placehold.co/640x640/84cc16/ffffff?text=P045","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 3","가방;에코백;파우치;친환경","bag;eco;pouch"
"P046","젤 손목 마우스패드 3","2200","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P046","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 3","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P047","다용도 파우치 3","3400","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P047","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 3","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P048","컬러 3단 우산 4","7600","우산","https://placehold.co/640x640/2563eb/ffffff?text=P048","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 4","우산;판촉;자동;접이식","umbrella;folding;color"
"P049","손잡이 머그 텀블러 4","12200","텀블러","https://placehold.co/640x640/111827/ffffff?text=P049","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 4","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P050","판촉용 컬러 볼펜 4","2200","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P050","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 4","볼펜;펜;판촉;기념품","pen;stationery"
"P051","스포츠 타월 4","4300","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P051","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 4","수건;타월;답례품;생활용품","towel;gift"
"P052","방문형 메모지 4","2600","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P052","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 4","점착;메모지;사무용;판촉","sticky;memo;paper"
"P053","기념패 4","36400","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P053","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 4","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P054","스케줄 달력 4","3000","달력","https://placehold.co/640x640/f97316/ffffff?text=P054","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 4","달력;캘린더;탁상;홍보","calendar;desk"
"P055","장바구니 가방 4","5200","가방","https://placehold.co/640x640/84cc16/ffffff?text=P055","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 4","가방;에코백;파우치;친환경","bag;eco;pouch"
"P056","인쇄 마우스패드 4","2300","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P056","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 4","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P057","미니 구급함 4","3500","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P057","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 4","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P058","판촉 자동 우산 5","7700","우산","https://placehold.co/640x640/2563eb/ffffff?text=P058","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 5","우산;판촉;자동;접이식","umbrella;folding;color"
"P059","스텐 보온 텀블러 5","12300","텀블러","https://placehold.co/640x640/111827/ffffff?text=P059","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 5","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P060","고급 볼펜 세트 5","2300","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P060","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 5","볼펜;펜;판촉;기념품","pen;stationery"
"P061","호텔 수건 세트 5","4400","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P061","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 5","수건;타월;답례품;생활용품","towel;gift"
"P062","점착 메모지 세트 5","2700","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P062","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 5","점착;메모지;사무용;판촉","sticky;memo;paper"
"P063","크리스탈 감사패 5","36500","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P063","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 5","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P064","탁상 달력 5","3100","달력","https://placehold.co/640x640/f97316/ffffff?text=P064","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 5","달력;캘린더;탁상;홍보","calendar;desk"
"P065","친환경 에코백 5","5300","가방","https://placehold.co/640x640/84cc16/ffffff?text=P065","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 5","가방;에코백;파우치;친환경","bag;eco;pouch"
"P066","사무용 마우스패드 5","2400","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P066","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 5","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P067","휴대용 손소독제 5","3600","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P067","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 5","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P068","UV 차단 장우산 6","7800","우산","https://placehold.co/640x640/2563eb/ffffff?text=P068","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 6","우산;판촉;자동;접이식","umbrella;folding;color"
"P069","블랙 진공 텀블러 6","12400","텀블러","https://placehold.co/640x640/111827/ffffff?text=P069","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 6","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P070","금속 볼펜 6","2400","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P070","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 6","볼펜;펜;판촉;기념품","pen;stationery"
"P071","코마사 타월 6","4500","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P071","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 6","수건;타월;답례품;생활용품","towel;gift"
"P072","큐브 메모지 6","2800","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P072","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 6","점착;메모지;사무용;판촉","sticky;memo;paper"
"P073","유리 트로피 6","36600","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P073","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 6","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P074","벽걸이 캘린더 6","3200","달력","https://placehold.co/640x640/f97316/ffffff?text=P074","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 6","달력;캘린더;탁상;홍보","calendar;desk"
"P075","부직포 쇼핑백 6","5400","가방","https://placehold.co/640x640/84cc16/ffffff?text=P075","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 6","가방;에코백;파우치;친환경","bag;eco;pouch"
"P076","장패드 6","2500","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P076","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 6","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P077","칫솔 여행 세트 6","3700","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P077","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 6","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P078","미니 접이식 우산 7","7900","우산","https://placehold.co/640x640/2563eb/ffffff?text=P078","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 7","우산;판촉;자동;접이식","umbrella;folding;color"
"P079","화이트 보틀 7","12500","텀블러","https://placehold.co/640x640/111827/ffffff?text=P079","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 7","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P080","터치펜 겸용 볼펜 7","2500","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P080","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 7","볼펜;펜;판촉;기념품","pen;stationery"
"P081","답례품 타올 7","4600","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P081","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 7","수건;타월;답례품;생활용품","towel;gift"
"P082","인덱스 점착메모 7","2900","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P082","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 7","점착;메모지;사무용;판촉","sticky;memo;paper"
"P083","메탈 상패 7","36700","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P083","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 7","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P084","미니 캘린더 7","3300","달력","https://placehold.co/640x640/f97316/ffffff?text=P084","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 7","달력;캘린더;탁상;홍보","calendar;desk"
"P085","캔버스 파우치 7","5500","가방","https://placehold.co/640x640/84cc16/ffffff?text=P085","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 7","가방;에코백;파우치;친환경","bag;eco;pouch"
"P086","젤 손목 마우스패드 7","2600","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P086","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 7","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P087","다용도 파우치 7","3800","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P087","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 7","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P088","컬러 3단 우산 8","8000","우산","https://placehold.co/640x640/2563eb/ffffff?text=P088","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 8","우산;판촉;자동;접이식","umbrella;folding;color"
"P089","손잡이 머그 텀블러 8","12600","텀블러","https://placehold.co/640x640/111827/ffffff?text=P089","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 8","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P090","판촉용 컬러 볼펜 8","2600","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P090","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 8","볼펜;펜;판촉;기념품","pen;stationery"
"P091","스포츠 타월 8","4700","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P091","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 8","수건;타월;답례품;생활용품","towel;gift"
"P092","방문형 메모지 8","3000","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P092","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 8","점착;메모지;사무용;판촉","sticky;memo;paper"
"P093","기념패 8","36800","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P093","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 8","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P094","스케줄 달력 8","3400","달력","https://placehold.co/640x640/f97316/ffffff?text=P094","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 8","달력;캘린더;탁상;홍보","calendar;desk"
"P095","장바구니 가방 8","5600","가방","https://placehold.co/640x640/84cc16/ffffff?text=P095","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 8","가방;에코백;파우치;친환경","bag;eco;pouch"
"P096","인쇄 마우스패드 8","2700","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P096","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 8","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P097","미니 구급함 8","3900","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P097","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 8","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P098","판촉 자동 우산 9","7200","우산","https://placehold.co/640x640/2563eb/ffffff?text=P098","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 9","우산;판촉;자동;접이식","umbrella;folding;color"
"P099","스텐 보온 텀블러 9","11800","텀블러","https://placehold.co/640x640/111827/ffffff?text=P099","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 9","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P100","고급 볼펜 세트 9","1800","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P100","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 9","볼펜;펜;판촉;기념품","pen;stationery"
"P101","호텔 수건 세트 9","3900","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P101","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 9","수건;타월;답례품;생활용품","towel;gift"
"P102","점착 메모지 세트 9","2200","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P102","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 9","점착;메모지;사무용;판촉","sticky;memo;paper"
"P103","크리스탈 감사패 9","36000","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P103","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 9","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P104","탁상 달력 9","2600","달력","https://placehold.co/640x640/f97316/ffffff?text=P104","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 9","달력;캘린더;탁상;홍보","calendar;desk"
"P105","친환경 에코백 9","4800","가방","https://placehold.co/640x640/84cc16/ffffff?text=P105","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 9","가방;에코백;파우치;친환경","bag;eco;pouch"
"P106","사무용 마우스패드 9","1900","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P106","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 9","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P107","휴대용 손소독제 9","3100","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P107","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 9","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P108","UV 차단 장우산 10","7300","우산","https://placehold.co/640x640/2563eb/ffffff?text=P108","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 10","우산;판촉;자동;접이식","umbrella;folding;color"
"P109","블랙 진공 텀블러 10","11900","텀블러","https://placehold.co/640x640/111827/ffffff?text=P109","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 10","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P110","금속 볼펜 10","1900","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P110","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 10","볼펜;펜;판촉;기념품","pen;stationery"
"P111","코마사 타월 10","4000","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P111","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 10","수건;타월;답례품;생활용품","towel;gift"
"P112","큐브 메모지 10","2300","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P112","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 10","점착;메모지;사무용;판촉","sticky;memo;paper"
"P113","유리 트로피 10","36100","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P113","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 10","상패;크리스탈;트로피;감사패","crystal;trophy;award"
